ID,Traditional,Simplified,Level,Pinyin,POS,Meaning,Compounds,Examples,WFreq,SFreq,MOE
10607,告示,告示,7,gàoshì,,,,,4,1,16211
10608,高談闊論,高谈阔论,7,gāotánkuòlùn,,,,,3,1,16079
10609,告退,告退,7,gàotuì,,,,,2,0,16200
10610,高壓,高压,7,gāoyā,,,,,6,21,16154
10611,羔羊,羔羊,7,gāoyáng,,,,,3,1,16051
10612,搞砸,搞砸,7,gǎozá,,,,,6,1,16182
10613,高照,高照,7,gāozhào,,,,,3,2,
10614,告終,告终,7,gàozhōng,,,,,4,1,16210
10615,胳膊,胳膊,7,gēbó,,,,,5,0,15829
10616,割草,割草,7,gēcǎo,,,,,3,8,
10617,疙瘩,疙瘩,7,gēda,,,,,3,1,15825
10618,格調,格调,7,gédiào,,,,,3,1,15883
10619,格格不入,格格不入,7,gégébùrù,,,,,6,2,15885
10620,割據,割据,7,gējù,,,,,7,3,15864
10621,隔日,隔日,7,gérì,,,,,2,2,15917
10622,割捨,割舍,7,gēshě,,,,,5,4,15866
10623,歌頌,歌颂,7,gēsòng,,,,,7,2,15854
10624,個頭,个头,7,gètóu,,,,,3,3,
10625,閣下,阁下,7,géxià,,,,,29,1,15898
10626,擱下,搁下,7,gēxià,,,,,3,0,15833
10627,格言,格言,7,géyán,,,,,5,1,15892
10628,歌謠,歌谣,7,gēyáo,,,,,4,4,15855
10629,革職,革职,7,gézhí,,,,,5,0,15879
10630,擱置,搁置,7,gēzhì,,,,,5,3,15834
10631,根除,根除,7,gēnchú,,,,,2,3,16482
10632,根據地,根据地,7,gēnjùdì,,,,,8,3,16478
10633,根深蒂固,根深蒂固,7,gēnshēndìgù,,,,,4,3,16484
10634,根深柢固,根深柢固,7,gēnshēndǐgù,,,,,4,1,16483
10635,根植,根植,7,gēnzhí,,,,,2,0,
10636,更,更,7,gēng,,,,,1457,1320,16559 16603
10637,羹,羹,7,gēng,,,,,4,3,16587
10638,更迭,更迭,7,gēngdié,,,,,3,4,16561
10639,更動,更动,7,gēngdòng,,,,,4,1,16562
10640,耿耿於懷,耿耿于怀,7,gěnggěngyúhuái,,,,,3,2,16599
10641,更替,更替,7,gēngtì,,,,,2,0,16563
10642,耕田,耕田,7,gēngtián,,,,,3,4,16581
10643,更形,更形,7,gèngxíng,,,,,4,2,
10644,哽咽,哽咽,7,gěngyè,,,,,6,2,16590
10645,更衣,更衣,7,gēngyī,,,,,3,1,16572
10646,耿直,耿直,7,gěngzhí,,,,,2,1,16600
10647,拱,拱,7,gǒng,,,,,4,3,17866
10648,功不可沒,功不可没,7,gōngbùkěmò,,,,,2,1,17619
10649,功成名就,功成名就,7,gōngchéngmíngjiù,,,,,2,1,17636
10650,公道,公道,7,gōngdào,,,,,6,4,17696 17697
10650,公道,公道,7,gōngdao,,,,,6,4,17696 17697
10651,功德,功德,7,gōngdé,,,,,6,14,17622
10652,宮殿,宫殿,7,gōngdiàn,,,,,17,4,17850
10653,功績,功绩,7,gōngjī,,,,,6,1,17632
10654,公家,公家,7,gōngjiā,,,,,5,3,
10655,攻訐,攻讦,7,gōngjié,,,,,2,0,17648
10656,公爵,公爵,7,gōngjué,,,,,10,2,
10657,攻克,攻克,7,gōngkè,,,,,4,1,17646
10658,功虧一簣,功亏一篑,7,gōngkuīyīkuì,,,,,2,1,17631
10659,公頃,公顷,7,gōngqǐng,,,,,5,38,17753
10660,公使,公使,7,gōngshǐ,,,,,9,0,17778
10661,拱手,拱手,7,gǒngshǒu,,,,,7,2,17869
10662,宮廷,宫廷,7,gōngtíng,,,,,27,5,17851
10663,公文,公文,7,gōngwén,,,,,7,1,17817
10664,功勳,功勋,7,gōngxūn,,,,,4,0,
10665,供養,供养,7,gòngyàng,,,,,5,9,17906
10666,公義,公义,7,gōngyì,,,,,3,1,17805
10667,公約,公约,7,gōngyuē,,,,,4,20,17820
10668,公允,公允,7,gōngyǔn,,,,,3,0,17824
10669,攻佔,攻占,7,gōngzhàn,,,,,5,1,
10670,工整,工整,7,gōngzhěng,,,,,3,2,17586
10671,公諸於世,公诸于世,7,gōngzhūyúshì,,,,,2,0,17767
10672,鉤,钩,7,gōu,,,,,4,2,16230
10673,勾當,勾当,7,gòudàng,,,,,5,0,16260
10674,夠格,够格,7,gòugé,,,,,2,0,16270
10675,勾勒,勾勒,7,gōulè,,,,,2,2,16222
10676,苟且,苟且,7,gǒuqiě,,,,,2,0,16255
10677,苟同,苟同,7,gǒutóng,,,,,2,1,16252
10678,苟延殘喘,苟延残喘,7,gǒuyáncánchuǎn,,,,,2,1,16258
10679,勾引,勾引,7,gōuyǐn,,,,,3,2,16227
10680,購置,购置,7,gòuzhì,,,,,3,2,16290
10681,顧不得,顾不得,7,gùbùde,,,,,6,2,16840
10682,孤島,孤岛,7,gūdǎo,,,,,4,2,
10683,古董,古董,7,gǔdǒng,,,,,6,3,16692
10684,孤兒院,孤儿院,7,gū'éryuàn,,,,,5,4,16667
10685,骨幹,骨干,7,gǔgàn,,,,,5,0,16753
10686,蠱惑,蛊惑,7,gǔhuò,,,,,2,1,16797
10687,古籍,古籍,7,gǔjí,,,,,6,4,16699
10688,孤寂,孤寂,7,gūjí,,,,,7,4,16656
10689,骨架,骨架,7,gǔjià,,,,,4,3,16756
10690,孤軍,孤军,7,gūjūn,,,,,6,8,16657
10691,孤苦,孤苦,7,gūkǔ,,,,,2,2,16652
10692,估量,估量,7,gūliàng,,,,,3,1,16609
10693,孤零零,孤零零,7,gūlínglíng,,,,,4,1,16650
10694,顧名思義,顾名思义,7,gùmíngsīyì,,,,,4,7,16843
10695,孤僻,孤僻,7,gūpì,,,,,4,1,16643
10696,骨氣,骨气,7,gǔqì,,,,,4,1,16757
10697,故人,故人,7,gùrén,,,,,3,1,16827
10698,孤身,孤身,7,gūshēn,,,,,3,1,
10699,固守,固守,7,gùshǒu,,,,,6,1,16808
10700,骨瘦如柴,骨瘦如柴,7,gǔshòurúchái,,,,,3,1,16760
10701,骨髓,骨髓,7,gǔsuǐ,,,,,7,6,16763
10702,雇員,雇员,7,gùyuán,,,,,3,2,16836
10703,骨折,骨折,7,gǔzhé,,,,,7,11,16759
10704,鼓足,鼓足,7,gǔzú,,,,,2,1,
10705,瓜分,瓜分,7,guāfēn,,,,,4,2,16857
10706,瓜葛,瓜葛,7,guāgé,,,,,3,1,16859
10707,刮目相看,刮目相看,7,guāmùxiāngkàn,,,,,4,1,16866
10708,掛念,挂念,7,guàniàn,,,,,3,5,16903
10709,掛帥,挂帅,7,guàshuài,,,,,3,1,16913
10710,怪誕,怪诞,7,guàidàn,,,,,3,0,17157
10711,怪胎,怪胎,7,guàitāi,,,,,3,0,
10712,拐彎抹角,拐弯抹角,7,guǎiwānmòjiǎo,,,,,2,0,17149
10713,冠,冠,7,guàn,,,,,8,8,17345 17437
10714,慣,惯,7,guàn,,,,,6,4,17447
10715,觀測,观测,7,guāncè,,,,,7,26,17403
10716,貫穿,贯穿,7,guànchuān,,,,,6,5,17446
10717,官邸,官邸,7,guāndǐ,,,,,3,2,17317
10718,官府,官府,7,guānfǔ,,,,,13,1,17314
10719,灌溉,灌溉,7,guàngài,,,,,7,42,17463
10720,關乎,关乎,7,guānhū,,,,,4,3,
10721,關鍵點,关键点,7,guānjiàndiǎn,,,,,3,2,
10722,關鍵字,关键字,7,guānjiànzì,,,,,3,3,
10723,關節炎,关节炎,7,guānjiéyán,,,,,7,2,
10724,官吏,官吏,7,guānlì,,,,,15,0,17320
10725,冠冕堂皇,冠冕堂皇,7,guānmiǎntánghuáng,,,,,3,1,17347
10726,觀摩,观摩,7,guānmó,,,,,3,6,17385
10727,灌木,灌木,7,guànmù,,,,,4,2,17460
10728,灌木叢,灌木丛,7,guànmùcóng,,,,,5,1,
10729,官能,官能,7,guānnéng,,,,,6,1,17319
10730,灌輸,灌输,7,guànshū,,,,,7,6,17469
10731,管束,管束,7,guǎnshù,,,,,3,1,17431
10732,關稅,关税,7,guānshuì,,,,,4,3,17381
10733,貫通,贯通,7,guàntōng,,,,,2,1,17442
10734,管線,管线,7,guǎnxiàn,,,,,3,8,17425
10735,慣性,惯性,7,guànxìng,,,,,6,3,17450
10736,慣於,惯于,7,guànyú,,,,,3,0,
10737,觀照,观照,7,guānzhào,,,,,6,2,17396
10738,觀眾席,观众席,7,guānzhòngxí,,,,,4,2,
10739,廣博,广博,7,guǎngbó,,,,,3,1,17542
10740,光采,光采,7,guāngcǎi,,,,,3,1,
10741,光碟,光碟,7,guāngdié,,,,,5,2,17501
10742,光復,光复,7,guāngfù,,,,,4,6,17498
10743,光環,光环,7,guānghuán,,,,,6,2,
10744,光景,光景,7,guāngjǐng,,,,,6,2,17520
10745,光明正大,光明正大,7,guāngmíngzhèngdà,,,,,3,1,17497
10746,光譜,光谱,7,guāngpǔ,,,,,5,2,17493
10747,光天化日,光天化日,7,guāngtiānhuàrì,,,,,2,1,17506
10748,光頭,光头,7,guāngtóu,,,,,4,4,17505
10749,光禿禿,光秃秃,7,guāngtūtū,,,,,4,4,17507
10750,光鮮,光鲜,7,guāngxiān,,,,,3,3,17523
10751,光影,光影,7,guāngyǐng,,,,,4,5,17537
10752,光澤,光泽,7,guāngzé,,,,,5,2,17530
10753,跪拜,跪拜,7,guìbài,,,,,4,2,17302
10754,規避,规避,7,guībì,,,,,3,1,17184
10755,貴妃,贵妃,7,guìfēi,,,,,17,0,17287
10756,桂冠,桂冠,7,guìguān,,,,,3,2,17281
10757,鬼鬼祟祟,鬼鬼祟祟,7,guǐguǐsuìsuì,,,,,3,1,17256
10758,鬼話,鬼话,7,guǐhuà,,,,,4,1,17259
10759,鬼魂,鬼魂,7,guǐhún,,,,,6,0,17263
10760,鬼混,鬼混,7,guǐhùn,,,,,3,1,17264
10761,歸咎,归咎,7,guījiù,,,,,3,1,17225
10762,詭譎,诡谲,7,guǐjué,,,,,3,1,17277
10763,瑰麗,瑰丽,7,guīlì,,,,,2,2,17205
10764,鬼魅,鬼魅,7,guǐmèi,,,,,3,0,17248
10765,圭臬,圭臬,7,guīniè,,,,,2,1,
10766,規勸,规劝,7,guīquàn,,,,,4,1,17195
10767,貴人,贵人,7,guìrén,,,,,7,5,17296
10768,歸屬,归属,7,guīshǔ,,,,,6,4,17230
10769,歸宿,归宿,7,guīsù,,,,,4,3,17234
10770,歸途,归途,7,guītú,,,,,3,1,17214
10771,鮭魚,鲑鱼,7,guīyú,,,,,4,13,17180
10772,規章,规章,7,guīzhāng,,,,,5,2,17196
10773,棍棒,棍棒,7,gùnbàng,,,,,3,3,17490
10774,滾燙,滚烫,7,gǔntàng,,,,,3,1,17482
10775,國父,国父,7,guófù,,,,,4,8,16955
10776,過火,过火,7,guòhuǒ,,,,,3,1,17112
10777,國界,国界,7,guójiè,,,,,4,20,16997
10778,過節,过节,7,guòjié,,,,,7,5,17114
10779,果決,果决,7,guǒjué,,,,,3,1,17065
10780,國君,国君,7,guójūn,,,,,19,1,17002
10781,過客,过客,7,guòkè,,,,,3,1,17108
10782,國庫,国库,7,guókù,,,,,5,3,16970
10783,過路財神,过路财神,7,guòlùcáishén,,,,,0,0,17103
10784,過目,过目,7,guòmù,,,,,4,1,17090
10785,國情,国情,7,guóqíng,,,,,3,2,17005
10786,過意不去,过意不去,7,guòyìbùqù,,,,,3,0,17130
10787,裹足不前,裹足不前,7,guǒzúbùqián,,,,,2,1,17083
10788,海岸線,海岸线,7,hǎi'ànxiàn,,,,,3,27,19306
10789,海濱,海滨,7,hǎibīn,,,,,5,2,19244
10790,駭人,骇人,7,hàirén,,,,,5,1,
10791,駭人聽聞,骇人听闻,7,hàiréntīngwén,,,,,3,2,19320
10792,孩提,孩提,7,háití,,,,,4,0,19226
10793,海嘯,海啸,7,hǎixiào,,,,,5,100,19285
10794,海域,海域,7,hǎiyù,,,,,7,31,19311
10795,孩子氣,孩子气,7,háiziqì,,,,,4,1,19229
10796,漢代,汉代,7,Hàndài,,,,,6,7,
10797,撼動,撼动,7,hàndòng,,,,,5,3,19745
10798,喊話,喊话,7,hǎnhuà,,,,,2,3,19694
10799,含淚,含泪,7,hánlèi,,,,,4,1,19626
10800,汗流浹背,汗流浃背,7,hànliújiábèi,,,,,5,1,19702
10801,寒氣,寒气,7,hánqì,,,,,4,2,
10802,鼾聲,鼾声,7,hānshēng,,,,,3,0,19618
10803,漢文,汉文,7,Hànwén,,,,,9,1,19739
10804,含笑,含笑,7,hánxiào,,,,,4,1,19632
10805,寒心,寒心,7,hánxīn,,,,,2,0,19669
10806,含蓄,含蓄,7,hánxù,,,,,5,1,19636
10807,寒暄,寒暄,7,hánxuān,,,,,6,1,19670
10808,涵養,涵养,7,hányǎng,,,,,3,10,19655
10809,寒意,寒意,7,hányì,,,,,3,3,19683
10810,涵義,涵义,7,hányì,,,,,7,3,19654
10811,寒顫,寒颤,7,hánzhàn,,,,,3,1,19671
10812,汗珠,汗珠,7,hànzhū,,,,,4,1,
10813,漢子,汉子,7,hànzi,,,,,8,1,19736
10814,行家,行家,7,hángjiā,,,,,3,1,19772
10815,航線,航线,7,hángxiàn,,,,,4,4,19791
10816,毫,毫,7,háo,,,,,4,3,19373
10817,號,号,7,háo,,,,,73,295,19417 19511
10818,浩大,浩大,7,hàodà,,,,,5,5,19488
10819,好歹,好歹,7,hǎodǎi,,,,,4,1,19425
10820,好端端,好端端,7,hǎoduānduān,,,,,2,1,19426
10821,浩瀚,浩瀚,7,hàohàn,,,,,5,3,19494
10822,浩浩蕩蕩,浩浩荡荡,7,hàohàodàngdàng,,,,,4,3,19492
10823,號角,号角,7,hàojiǎo,,,,,3,1,19515
10824,浩劫,浩劫,7,hàojié,,,,,4,7,19495
10825,號令,号令,7,hàolìng,,,,,5,1,19514
10826,豪邁,豪迈,7,háomài,,,,,4,2,19390
10827,豪門,豪门,7,háomén,,,,,3,1,19391
10828,豪氣,豪气,7,háoqì,,,,,5,1,19397
10829,好色,好色,7,hàosè,,,,,4,1,19477
10830,好生,好生,7,hǎoshēng,,,,,4,1,19450
10831,好受,好受,7,hǎoshòu,,,,,4,1,19449
10832,豪爽,豪爽,7,háoshuǎng,,,,,3,1,19403
10833,好說,好说,7,hǎoshuō,,,,,4,2,19451
10834,耗損,耗损,7,hàosǔn,,,,,3,3,19510
10835,嚎啕大哭,嚎啕大哭,7,háotáodàkū,,,,,3,2,19414
10836,好逸惡勞,好逸恶劳,7,hàoyìwùláo,,,,,2,1,19478
10837,荷,荷,7,hé,,,,,5,5,19134 19191
10838,鶴,鹤,7,hè,,,,,9,2,19219
10839,和藹,和蔼,7,hé'ǎi,,,,,6,1,19041
10840,和藹可親,和蔼可亲,7,hé'ǎikěqīn,,,,,4,0,
10841,喝采,喝采,7,hècǎi,,,,,6,1,19199
10842,合唱,合唱,7,héchàng,,,,,4,2,19073
10843,河道,河道,7,hédào,,,,,4,16,19123
10844,核定,核定,7,hédìng,,,,,2,1,19151
10845,核對,核对,7,héduì,,,,,4,2,19152
10846,合而為一,合而为一,7,hé'érwéiyī,,,,,5,1,
10847,何妨,何妨,7,héfáng,,,,,4,1,19101
10848,何故,何故,7,hégù,,,,,4,0,19103
10849,河谷,河谷,7,hégǔ,,,,,6,8,19129
10850,赫赫,赫赫,7,hèhè,,,,,4,1,19213
10851,赫赫有名,赫赫有名,7,hèhèyǒumíng,,,,,3,2,19214
10852,和緩,和缓,7,héhuǎn,,,,,4,2,19027
10853,何苦,何苦,7,hékǔ,,,,,3,0,19105
10854,和樂,和乐,7,hélè,,,,,3,5,19025
10855,何其,何其,7,héqí,,,,,7,3,
10856,何去何從,何去何从,7,héqùhécóng,,,,,3,3,19107
10857,赫然,赫然,7,hèrán,,,,,7,1,19215
10858,合身,合身,7,héshēn,,,,,3,1,19080
10859,合十,合十,7,héshí,,,,,4,7,19076
10860,核桃,核桃,7,hétáo,,,,,4,3,19153
10861,和顏悅色,和颜悦色,7,héyányuèsè,,,,,2,1,19043
10862,核准,核准,7,hézhǔn,,,,,4,2,19161
10863,黑漆漆,黑漆漆,7,hēiqīqī,,,,,2,3,19353
10864,黑手,黑手,7,hēishǒu,,,,,2,3,19362
10865,狠毒,狠毒,7,hěndú,,,,,4,0,19757
10866,狠心,狠心,7,hěnxīn,,,,,5,1,19759
10867,橫衝直撞,横冲直撞,7,héngchōngzhízhuàng,,,,,2,1,19836
10868,橫掃,横扫,7,héngsǎo,,,,,4,6,19841
10869,橫生,横生,7,héngshēng,,,,,3,0,
10870,虹,虹,7,hóng,,,,,5,2,21093
10871,紅塵,红尘,7,hóngchén,,,,,3,2,21124
10872,宏大,宏大,7,hóngdà,,,,,4,1,21068
10873,轟動一時,轰动一时,7,hōngdòngyīshí,,,,,3,1,
10874,鴻溝,鸿沟,7,hónggōu,,,,,6,2,21145
10875,轟轟烈烈,轰轰烈烈,7,hōnghōnglièliè,,,,,4,2,21058
10876,宏亮,宏亮,7,hóngliàng,,,,,2,0,21070
10877,洪流,洪流,7,hóngliú,,,,,6,5,21085
10878,轟隆隆,轰隆隆,7,hōnglónglóng,,,,,3,1,
10879,哄騙,哄骗,7,hǒngpiàn,,,,,2,0,21154
10880,轟然,轰然,7,hōngrán,,,,,3,1,
10881,紅潤,红润,7,hóngrùn,,,,,4,1,21131
10882,哄堂大笑,哄堂大笑,7,hōngtángdàxiào,,,,,2,1,21046
10883,宏偉,宏伟,7,hóngwěi,,,,,5,2,21075
10884,紅暈,红晕,7,hóngyùn,,,,,3,0,
10885,後輩,后辈,7,hòubèi,,,,,2,2,19557
10886,候補,候补,7,hòubǔ,,,,,4,1,19605
10887,後塵,后尘,7,hòuchén,,,,,2,2,19588
10888,厚道,厚道,7,hòudào,,,,,4,1,19543
10889,後盾,后盾,7,hòudùn,,,,,6,7,19563
10890,後宮,后宫,7,hòugōng,,,,,12,1,
10891,後患,后患,7,hòuhuàn,,,,,3,1,19578
10892,後記,后记,7,hòujì,,,,,5,1,19580
10893,後勤,后勤,7,hòuqín,,,,,4,2,19585
10894,後生,后生,7,hòushēng,,,,,11,1,19592
10895,吼聲,吼声,7,hǒushēng,,,,,3,0,19536
10896,厚實,厚实,7,hòushi,,,,,4,3,
10897,後事,后事,7,hòushì,,,,,4,2,19591
10898,喉頭,喉头,7,hóutóu,,,,,3,0,
10899,厚顏,厚颜,7,hòuyán,,,,,2,0,19551
10900,後裔,后裔,7,hòuyì,,,,,9,10,19599
10901,唬,唬,7,hǔ,,,,,3,0,19965
10902,湖泊,湖泊,7,húbó,,,,,5,15,19918
10903,胡扯,胡扯,7,húchě,,,,,4,1,19910
10904,互惠,互惠,7,hùhuì,,,,,3,2,19981
10905,呼救,呼救,7,hūjiù,,,,,3,1,19865
10906,餬口,糊口,7,húkǒu,,,,,3,3,19938
10907,葫蘆,葫芦,7,húlu,,,,,20,5,19926
10908,護身符,护身符,7,hùshēnfú,,,,,3,3,20024
10909,虎視眈眈,虎视眈眈,7,hǔshìdāndān,,,,,3,1,19961
10910,護送,护送,7,hùsòng,,,,,7,3,20025
10911,互通,互通,7,hùtōng,,,,,3,2,19978
10912,護衛,护卫,7,hùwèi,,,,,7,2,20027
10913,互信,互信,7,hùxìn,,,,,4,6,19983
10914,胡言亂語,胡言乱语,7,húyánluànyǔ,,,,,4,0,19916
10915,狐疑,狐疑,7,húyí,,,,,7,1,19892
10916,胡作非為,胡作非为,7,húzuòfēiwéi,,,,,3,1,19914
10917,花白,花白,7,huābái,,,,,3,1,20031
10918,畫筆,画笔,7,huàbǐ,,,,,4,5,
10919,花叢,花丛,7,huācóng,,,,,3,1,20097
10920,華貴,华贵,7,huáguì,,,,,3,1,20120
10921,花花公子,花花公子,7,huāhuāgōngzǐ,,,,,5,0,20064
10922,花卉,花卉,7,huāhuì,,,,,3,7,20066
10923,畫龍點睛,画龙点睛,7,huàlóngdiǎnjīng,,,,,2,1,20218
10924,譁然,哗然,7,huárán,,,,,3,2,20136
10925,花色,花色,7,huāsè,,,,,2,2,20098
10926,劃時代,划时代,7,huàshídài,,,,,4,2,20240
10927,化為烏有,化为乌有,7,huàwéiwūyǒu,,,,,2,1,20193
10928,滑行,滑行,7,huáxíng,,,,,3,1,20154
10929,花言巧語,花言巧语,7,huāyánqiǎoyǔ,,,,,2,3,20101
10930,花招,花招,7,huāzhāo,,,,,5,2,20085
10931,化作,化作,7,huàzuò,,,,,8,4,
10931,化做,化做,7,huàzuò,,,,,8,4,
10932,懷恨,怀恨,7,huáihèn,,,,,4,1,20448
10933,懷舊,怀旧,7,huáijiù,,,,,4,2,20449
10934,環抱,环抱,7,huánbào,,,,,4,2,20745
10935,緩步,缓步,7,huǎnbù,,,,,3,1,20781
10936,幻燈片,幻灯片,7,huàndēngpiàn,,,,,4,2,20796
10937,煥發,焕发,7,huànfā,,,,,3,1,20830
10938,宦官,宦官,7,huànguān,,,,,18,1,20808
10939,環環相扣,环环相扣,7,huánhuánxiāngkòu,,,,,3,4,20750
10940,歡快,欢快,7,huānkuài,,,,,3,0,
10941,幻滅,幻灭,7,huànmiè,,,,,3,1,20794
10942,患難,患难,7,huànnàn,,,,,4,2,20836
10943,煥然一新,焕然一新,7,huànrányīxīn,,,,,3,2,20831
10944,渙散,涣散,7,huànsàn,,,,,4,1,20814
10945,環視,环视,7,huánshì,,,,,5,0,20757
10946,歡欣,欢欣,7,huānxīn,,,,,4,1,
10947,歡欣鼓舞,欢欣鼓舞,7,huānxīngǔwǔ,,,,,2,2,20730
10948,豢養,豢养,7,huànyǎng,,,,,3,1,20844
10949,幻影,幻影,7,huànyǐng,,,,,6,1,20805
10950,歡愉,欢愉,7,huānyú,,,,,4,2,20737
10951,還原,还原,7,huányuán,,,,,4,6,20773
10952,荒誕,荒诞,7,huāngdàn,,,,,5,1,20936
10953,荒地,荒地,7,huāngdì,,,,,3,4,20938
10954,黃豆,黄豆,7,huángdòu,,,,,5,27,20994
10955,皇宮,皇宫,7,huánggōng,,,,,21,4,20960
10956,黃瓜,黄瓜,7,huángguā,,,,,4,5,21005
10957,皇冠,皇冠,7,huángguān,,,,,3,1,20959
10958,皇家,皇家,7,huángjiā,,,,,21,10,20962
10959,惶恐,惶恐,7,huángkǒng,,,,,7,3,20970
10960,遑論,遑论,7,huánglùn,,,,,5,2,20978
10961,荒山,荒山,7,huāngshān,,,,,3,2,
10962,皇上,皇上,7,huángshang,,,,,81,5,20965
10963,皇室,皇室,7,huángshì,,,,,14,22,20964
10964,皇太后,皇太后,7,huángtàihòu,,,,,37,1,
10965,荒蕪,荒芜,7,huāngwú,,,,,5,5,20947
10966,晦暗,晦暗,7,huì'àn,,,,,2,1,20624
10967,彙編,汇编,7,huìbiān,,,,,4,0,20706
10968,迴盪,回荡,7,huídàng,,,,,6,4,20578
10969,悔改,悔改,7,huǐgǎi,,,,,2,4,20593
10970,悔恨,悔恨,7,huǐhèn,,,,,7,1,20595
10971,毀壞,毁坏,7,huǐhuài,,,,,4,4,20602
10972,揮霍,挥霍,7,huīhuò,,,,,4,2,20496
10973,匯集,汇集,7,huìjí,,,,,5,7,20648
10974,會見,会见,7,huìjiàn,,,,,7,3,20669
10975,灰燼,灰烬,7,huījìn,,,,,6,8,20472
10976,回敬,回敬,7,huíjìng,,,,,3,1,20547
10977,回絕,回绝,7,huíjué,,,,,4,1,20548
10978,匯票,汇票,7,huìpiào,,,,,1,0,20642
10979,揮灑,挥洒,7,huīsǎ,,,,,4,4,20502
10980,回聲,回声,7,huíshēng,,,,,3,1,20561
10981,回溯,回溯,7,huísù,,,,,5,5,20564
10982,毀損,毁损,7,huǐsǔn,,,,,2,7,20605
10983,會同,会同,7,huìtóng,,,,,3,1,20661
10984,麾下,麾下,7,huīxià,,,,,4,0,20510
10985,迴響,回响,7,huíxiǎng,,,,,10,10,20581
10985,回響,回响,7,huíxiǎng,,,,,10,10,20553
10986,詼諧,诙谐,7,huīxié,,,,,4,2,20483
10987,會心,会心,7,huìxīn,,,,,4,1,20672
10988,迴旋,回旋,7,huíxuán,,,,,4,2,20582
10989,慧眼,慧眼,7,huìyǎn,,,,,4,1,20620
10990,輝映,辉映,7,huīyìng,,,,,2,2,20508
10991,毀於一旦,毁于一旦,7,huǐyúyīdàn,,,,,0,0,20606
10992,揮之不去,挥之不去,7,huīzhībùqù,,,,,6,3,20500
10993,迴路,回路,7,huílù,,,,,15,4,
10994,混沌,混沌,7,hùndùn,,,,,6,2,20906
10995,魂魄,魂魄,7,húnpò,,,,,3,1,20898
10996,渾然,浑然,7,húnrán,,,,,6,1,
10997,混入,混入,7,hùnrù,,,,,3,1,
10998,渾身解數,浑身解数,7,húnshēnjiěshù,,,,,2,0,20889
10999,昏睡,昏睡,7,hūnshuì,,,,,3,1,20862
11000,婚約,婚约,7,hūnyuē,,,,,4,0,20878
11001,混濁,混浊,7,hùnzhuó,,,,,4,5,20916
11002,活蹦亂跳,活蹦乱跳,7,huóbèngluàntiào,,,,,2,2,20258
11003,火柴,火柴,7,huǒchái,,,,,6,4,20330
11004,豁達,豁达,7,huòdá,,,,,4,6,20411
11005,禍福,祸福,7,huòfú,,,,,4,2,
11006,禍害,祸害,7,huòhai,,,,,4,1,20398
11007,火紅,火红,7,huǒhóng,,,,,3,2,20313
11008,夥計,伙计,7,huǒjì,,,,,9,2,20360
11008,伙計,伙计,7,huǒjì,,,,,9,2,20355
11009,活靈活現,活灵活现,7,huólínghuóxiàn,,,,,2,1,
11010,活路,活路,7,huólù,,,,,4,1,20268
11011,火爐,火炉,7,huǒlú,,,,,7,6,20304
11012,火冒三丈,火冒三丈,7,huǒmàosānzhàng,,,,,4,1,20295
11013,豁然開朗,豁然开朗,7,huòránkāilǎng,,,,,3,2,20415
11014,火熱,火热,7,huǒrè,,,,,3,1,20342
11015,貨色,货色,7,huòsè,,,,,2,0,20387
11016,伙食,伙食,7,huǒshi,,,,,2,1,20356
11017,火勢,火势,7,huǒshì,,,,,3,8,20334
11018,火速,火速,7,huǒsù,,,,,4,1,20347
11019,獲悉,获悉,7,huòxī,,,,,3,1,20423
11020,火星,火星,7,huǒxīng,,,,,11,39,20323
11021,火藥,火药,7,huǒyào,,,,,5,9,20348
11022,獲益,获益,7,huòyì,,,,,7,1,20430
11023,獲益良多,获益良多,7,huòyìliángduō,,,,,0,0,
11024,激昂,激昂,7,jī'áng,,,,,6,2,21291
11025,羈絆,羁绊,7,jībàn,,,,,3,1,21340
11026,計策,计策,7,jìcè,,,,,4,1,21643
11027,積存,积存,7,jīcún,,,,,4,1,
11028,集大成,集大成,7,jídàchéng,,,,,2,1,
11029,既得利益,既得利益,7,jìdélìyì,,,,,4,0,21647
11030,基調,基调,7,jīdiào,,,,,4,1,
11031,悸動,悸动,7,jìdòng,,,,,3,3,21627
11032,機動,机动,7,jīdòng,,,,,4,3,21225
11033,嫉惡如仇,嫉恶如仇,7,jí'èrúchóu,,,,,1,0,21468
11034,激憤,激愤,7,jīfèn,,,,,3,0,21274
11035,譏諷,讥讽,7,jīfèng,,,,,5,1,21264
11036,急功近利,急功近利,7,jígōngjìnlì,,,,,2,1,21430
11037,機關槍,机关枪,7,jīguānqiāng,,,,,3,1,21232
11038,饑荒,饥荒,7,jīhuāng,,,,,5,13,21267
11039,岌岌可危,岌岌可危,7,jíjíkěwéi,,,,,3,5,21358
11040,機警,机警,7,jījǐng,,,,,4,1,21238
11041,急劇,急剧,7,jíjù,,,,,4,1,21436
11042,急遽,急遽,7,jíjù,,,,,4,4,21437
11043,寄居,寄居,7,jìjū,,,,,3,2,21659
11044,飢渴,饥渴,7,jīkě,,,,,4,1,21165
11045,疾苦,疾苦,7,jíkǔ,,,,,3,2,21459
11046,擊垮,击垮,7,jíkuǎ,,,,,3,1,
11047,擊潰,击溃,7,jíkuì,,,,,5,0,21514
11048,伎倆,伎俩,7,jìliǎng,,,,,5,1,21557
